URL,Tipo,Rua,Bairro,Cidade,Área,Quartos,Banheiros,Garagem,Aluguel,Condomínio,IPTU,Seguro Incêndio,Taxa de Serviço,Total,Código
https://www.quintoandar.com.br/imovel/894185382/alugar/apartamento-3-quartos-andarai-rio-de-janeiro,Apartamento,Rua Uruguai,Andaraí,Rio de Janeiro,97,3,1,-,"R$ 1.000,00","R$ 1.628,00","R$ 91,00","R$ 13,00","R$ 25,00","R$ 2.757,00",1485382
https://www.quintoandar.com.br/imovel/893205247/alugar/apartamento-2-quartos-andarai-rio-de-janeiro,Apartamento,Rua Ernesto de Souza,Andaraí,Rio de Janeiro,76,2,2,-,"R$ 2.000,00","R$ 350,00","R$ 0,00","R$ 26,00","R$ 51,00","R$ 2.427,00",505247
https://www.quintoandar.com.br/imovel/894161214/alugar/apartamento-2-quartos-andarai-rio-de-janeiro,Apartamento,Rua Pontes Correia,Andaraí,Rio de Janeiro,74,2,1,-,"R$ 2.400,00","R$ 420,00","R$ 75,00","R$ 31,00","R$ 62,00","R$ 2.988,00",1461214
https://www.quintoandar.com.br/imovel/894161214/alugar/apartamento-2-quartos-andarai-rio-de-janeiro,Apartamento,Rua Pontes Correia,Andaraí,Rio de Janeiro,74,2,1,-,"R$ 2.400,00","R$ 420,00","R$ 75,00","R$ 31,00","R$ 62,00","R$ 2.988,00",1461214
https://www.quintoandar.com.br/imovel/894161052/alugar/apartamento-1-quarto-andarai-rio-de-janeiro,Apartamento,Rua Barão de Mesquita,Andaraí,Rio de Janeiro,51,1,2,-,"R$ 1.500,00","R$ 570,00","R$ 21,00","R$ 20,00","R$ 38,00","R$ 2.149,00",1461052
https://www.quintoandar.com.br/imovel/894161052/alugar/apartamento-1-quarto-andarai-rio-de-janeiro,Apartamento,Rua Barão de Mesquita,Andaraí,Rio de Janeiro,51,1,2,-,"R$ 1.500,00","R$ 570,00","R$ 21,00","R$ 20,00","R$ 38,00","R$ 2.149,00",1461052
https://www.quintoandar.com.br/imovel/894161052/alugar/apartamento-1-quarto-andarai-rio-de-janeiro,Apartamento,Rua Barão de Mesquita,Andaraí,Rio de Janeiro,51,1,2,-,"R$ 1.500,00","R$ 570,00","R$ 21,00","R$ 20,00","R$ 38,00","R$ 2.149,00",1461052
https://www.quintoandar.com.br/imovel/894161052/alugar/apartamento-1-quarto-andarai-rio-de-janeiro,Apartamento,Rua Barão de Mesquita,Andaraí,Rio de Janeiro,51,1,2,-,"R$ 1.500,00","R$ 570,00","R$ 21,00","R$ 20,00","R$ 38,00","R$ 2.149,00",1461052
https://www.quintoandar.com.br/imovel/894109759/alugar/casa-3-quartos-anil-rio-de-janeiro,Casa,Rua Quitauna,Anil,Rio de Janeiro,140,3,2,1 vaga,"R$ 2.330,00","R$ 70,00","R$ 0,00","R$ 40,00","R$ 60,00","R$ 2.500,00",1409759
https://www.quintoandar.com.br/imovel/894108545/alugar/casa-5-quartos-anil-rio-de-janeiro,Casa,Rua Camaruçu,Anil,Rio de Janeiro,400,5,6,2 vagas,"R$ 6.590,00","R$ 450,00","R$ 292,00","R$ 111,00","R$ 170,00","R$ 7.613,00",1408545
https://www.quintoandar.com.br/imovel/894164848/alugar/casa-4-quartos-anil-rio-de-janeiro,Casa,Rua Escrava Isaura,Anil,Rio de Janeiro,180,4,4,2 vagas,"R$ 3.500,00","R$ 100,00","R$ 100,00","R$ 59,00","R$ 90,00","R$ 3.849,00",1464848
https://www.quintoandar.com.br/imovel/894140118/alugar/casa-4-quartos-anil-rio-de-janeiro,Casa,Rua Soldado Lino Victor dos Santos,Anil,Rio de Janeiro,120,4,3,2 vagas,"R$ 2.800,00",Incluso,"R$ 137,00","R$ 47,00","R$ 72,00","R$ 3.056,00",1440118
https://www.quintoandar.com.br/imovel/893938205/alugar/apartamento-3-quartos-anil-rio-de-janeiro,Apartamento,Rua Ituverava,Anil,Rio de Janeiro,91,3,2,1 vaga,"R$ 1.800,00","R$ 700,00","R$ 92,00","R$ 24,00","R$ 46,00","R$ 2.662,00",1238205
https://www.quintoandar.com.br/imovel/894140343/alugar/apartamento-1-quarto-anil-rio-de-janeiro,Apartamento,Rua Soldado Lino Vítor dos Santos,Anil,Rio de Janeiro,40,1,1,-,"R$ 1.100,00",Incluso,"R$ 46,00","R$ 15,00","R$ 28,00","R$ 1.189,00",1440343
https://www.quintoandar.com.br/imovel/894082147/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Rua Soldado Álvaro de Sousa Pereira,Anil,Rio de Janeiro,49,2,2,-,"R$ 1.176,00","R$ 250,00","R$ 0,00","R$ 16,00","R$ 30,00","R$ 1.472,00",1382147
https://www.quintoandar.com.br/imovel/893070071/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Avenida Tenente Coronel Muniz de Aragão,Anil,Rio de Janeiro,60,2,1,1 vaga,"R$ 1.237,00","R$ 538,00","R$ 9,00","R$ 11,00","R$ 27,00","R$ 1.822,00",370071
https://www.quintoandar.com.br/imovel/893255852/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Avenida Tenente Coronel Muniz de Aragão,Anil,Rio de Janeiro,70,2,1,1 vaga,"R$ 1.750,00","R$ 490,00","R$ 0,00","R$ 23,00","R$ 45,00","R$ 2.308,00",555852
https://www.quintoandar.com.br/imovel/893298135/alugar/apartamento-3-quartos-anil-rio-de-janeiro,Apartamento,Rua Ituverava,Anil,Rio de Janeiro,100,3,2,1 vaga,"R$ 2.500,00","R$ 600,00","R$ 167,00","R$ 33,00","R$ 64,00","R$ 3.364,00",598135
https://www.quintoandar.com.br/imovel/893298135/alugar/apartamento-3-quartos-anil-rio-de-janeiro,Apartamento,Rua Ituverava,Anil,Rio de Janeiro,100,3,2,1 vaga,"R$ 2.500,00","R$ 600,00","R$ 167,00","R$ 33,00","R$ 64,00","R$ 3.364,00",598135
https://www.quintoandar.com.br/imovel/894150259/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Rua Ituverava,Anil,Rio de Janeiro,59,2,1,1 vaga,"R$ 1.670,00","R$ 350,00","R$ 0,00","R$ 22,00","R$ 43,00","R$ 2.085,00",1450259
https://www.quintoandar.com.br/imovel/892935889/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Rua Ituverava,Anil,Rio de Janeiro,62,2,1,1 vaga,"R$ 1.410,00","R$ 700,00","R$ 34,00","R$ 19,00","R$ 28,00","R$ 2.191,00",235889
https://www.quintoandar.com.br/imovel/892988642/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Rua Coronel Vercessi,Anil,Rio de Janeiro,60,2,1,1 vaga,"R$ 1.365,00","R$ 700,00","R$ 40,00","R$ 18,00","R$ 35,00","R$ 2.158,00",288642
https://www.quintoandar.com.br/imovel/894101897/alugar/apartamento-3-quartos-anil-rio-de-janeiro,Apartamento,Avenida Tenente Coronel Muniz de Aragão,Anil,Rio de Janeiro,63,3,1,2 vagas,"R$ 1.699,00","R$ 630,00","R$ 55,00","R$ 22,00","R$ 44,00","R$ 2.450,00",1401897
https://www.quintoandar.com.br/imovel/892967451/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Avenida Tenente Coronel Muniz de Aragão,Anil,Rio de Janeiro,50,2,1,-,"R$ 1.310,00","R$ 581,00","R$ 16,00","R$ 15,00","R$ 26,00","R$ 1.948,00",267451
https://www.quintoandar.com.br/imovel/893396786/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Estrada do Engenho D'agua,Anil,Rio de Janeiro,70,2,2,1 vaga,"R$ 2.023,00","R$ 800,00","R$ 0,00","R$ 27,00","R$ 52,00","R$ 2.902,00",696786
https://www.quintoandar.com.br/imovel/893872722/alugar/apartamento-2-quartos-anil-rio-de-janeiro,Apartamento,Avenida Tenente-coronel Muniz de Aragão,Anil,Rio de Janeiro,50,2,1,1 vaga,"R$ 1.500,00","R$ 520,00","R$ 0,00","R$ 20,00","R$ 38,00","R$ 2.078,00",1172722
https://www.quintoandar.com.br/imovel/893235594/alugar/casa-6-quartos-barra-da-tijuca-rio-de-janeiro,Casa,Avenida Lúcio Costa,Barra da Tijuca,Rio de Janeiro,350,6,7,2 vagas,"R$ 4.210,00","R$ 1.450,00","R$ 951,00","R$ 71,00","R$ 109,00","R$ 6.791,00",535594
https://www.quintoandar.com.br/imovel/893159306/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Lúcio Costa,Barra da Tijuca,Rio de Janeiro,373,4,5,2 vagas,"R$ 6.500,00","R$ 2.615,00","R$ 1.382,00","R$ 84,00","R$ 168,00","R$ 10.749,00",459306
https://www.quintoandar.com.br/imovel/893538725/alugar/casa-5-quartos-barra-da-tijuca-rio-de-janeiro,Casa,Rua Gastão Formenti,Barra da Tijuca,Rio de Janeiro,700,5,5,6 vagas,"R$ 15.000,00","R$ 3.000,00","R$ 2.500,00","R$ 252,00","R$ 388,00","R$ 21.140,00",838725
https://www.quintoandar.com.br/imovel/893929681/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Professor Coutinho Fróis,Barra da Tijuca,Rio de Janeiro,317,4,3,2 vagas,"R$ 6.637,00","R$ 2.000,00","R$ 834,00","R$ 86,00","R$ 171,00","R$ 9.728,00",1229681
https://www.quintoandar.com.br/imovel/893663571/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Gilberto Amado,Barra da Tijuca,Rio de Janeiro,370,4,3,6 vagas,"R$ 7.500,00","R$ 3.248,00","R$ 598,00","R$ 97,00","R$ 194,00","R$ 11.637,00",963571
https://www.quintoandar.com.br/imovel/893663571/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Gilberto Amado,Barra da Tijuca,Rio de Janeiro,370,4,3,6 vagas,"R$ 7.500,00","R$ 3.248,00","R$ 598,00","R$ 97,00","R$ 194,00","R$ 11.637,00",963571
https://www.quintoandar.com.br/imovel/892821456/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Jornalista Ricardo Marinho,Barra da Tijuca,Rio de Janeiro,270,3,5,3 vagas,"R$ 7.000,00","R$ 2.828,00","R$ 627,00","R$ 91,00","R$ 181,00","R$ 10.727,00",121456
https://www.quintoandar.com.br/imovel/894146808/alugar/apartamento-5-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Rodolfo Amoedo,Barra da Tijuca,Rio de Janeiro,390,5,5,3 vagas,"R$ 12.000,00","R$ 2.500,00","R$ 1.084,00","R$ 155,00","R$ 310,00","R$ 16.049,00",1446808
https://www.quintoandar.com.br/imovel/893062223/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Coronel Euríco de Sousa Gomes Filho,Barra da Tijuca,Rio de Janeiro,250,3,3,2 vagas,"R$ 8.750,00","R$ 1.815,00","R$ 564,00","R$ 113,00","R$ 226,00","R$ 11.468,00",362223
https://www.quintoandar.com.br/imovel/893896391/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida General Guedes da Fontoura,Barra da Tijuca,Rio de Janeiro,185,3,3,2 vagas,"R$ 6.500,00","R$ 1.600,00","R$ 349,00","R$ 84,00","R$ 168,00","R$ 8.701,00",1196391
https://www.quintoandar.com.br/imovel/893896391/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida General Guedes da Fontoura,Barra da Tijuca,Rio de Janeiro,185,3,3,2 vagas,"R$ 6.500,00","R$ 1.600,00","R$ 349,00","R$ 84,00","R$ 168,00","R$ 8.701,00",1196391
https://www.quintoandar.com.br/imovel/892859762/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Carlos Oswald,Barra da Tijuca,Rio de Janeiro,130,3,3,2 vagas,"R$ 5.000,00","R$ 1.200,00","R$ 303,00","R$ 65,00","R$ 129,00","R$ 6.697,00",159762
https://www.quintoandar.com.br/imovel/893618134/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Av das Américas,Barra da Tijuca,Rio de Janeiro,280,3,4,2 vagas,"R$ 10.061,00","R$ 3.600,00","R$ 780,00","R$ 130,00","R$ 260,00","R$ 14.831,00",918134
https://www.quintoandar.com.br/imovel/892896159/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Salvador Allende,Barra da Tijuca,Rio de Janeiro,51,2,1,1 vaga,"R$ 2.200,00","R$ 474,00","R$ 46,00","R$ 29,00","R$ 56,00","R$ 2.805,00",196159
https://www.quintoandar.com.br/imovel/893825220/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,131,2,4,2 vagas,"R$ 4.900,00","R$ 1.942,00","R$ 400,00","R$ 64,00","R$ 126,00","R$ 7.432,00",1125220
https://www.quintoandar.com.br/imovel/892995977/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Heitor Doyle Maia,Barra da Tijuca,Rio de Janeiro,163,3,4,2 vagas,"R$ 6.500,00","R$ 2.430,00","R$ 430,00","R$ 84,00","R$ 168,00","R$ 9.612,00",295977
https://www.quintoandar.com.br/imovel/893477673/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,120,2,2,2 vagas,"R$ 3.600,00","R$ 3.100,00","R$ 492,00","R$ 47,00","R$ 93,00","R$ 7.332,00",777673
https://www.quintoandar.com.br/imovel/894147159/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,68,2,1,1 vaga,"R$ 2.650,00","R$ 1.201,00","R$ 224,00","R$ 35,00","R$ 68,00","R$ 4.178,00",1447159
https://www.quintoandar.com.br/imovel/894147159/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,68,2,1,1 vaga,"R$ 2.650,00","R$ 1.201,00","R$ 224,00","R$ 35,00","R$ 68,00","R$ 4.178,00",1447159
https://www.quintoandar.com.br/imovel/894081289/alugar/kitnet-1-quarto-barra-da-tijuca-rio-de-janeiro,Studio,Rua São Tillon,Barra da Tijuca,Rio de Janeiro,30,1,1,-,"R$ 1.790,00",Incluso,"R$ 0,00","R$ 24,00","R$ 46,00","R$ 1.860,00",1381289
https://www.quintoandar.com.br/imovel/894114648/alugar/kitnet-1-quarto-barra-da-tijuca-rio-de-janeiro,Studio,Rua São Tillon,Barra da Tijuca,Rio de Janeiro,30,1,1,-,"R$ 1.790,00",Incluso,"R$ 0,00","R$ 24,00","R$ 46,00","R$ 1.860,00",1414648
https://www.quintoandar.com.br/imovel/894181322/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Jornalista Henrique Cordeiro,Barra da Tijuca,Rio de Janeiro,86,2,2,1 vaga,"R$ 3.900,00","R$ 1.180,00","R$ 193,00","R$ 51,00","R$ 101,00","R$ 5.425,00",1481322
https://www.quintoandar.com.br/imovel/894104065/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,94,2,2,1 vaga,"R$ 4.300,00","R$ 1.400,00","R$ 192,00","R$ 56,00",-,"R$ 5.948,00",1404065
https://www.quintoandar.com.br/imovel/894151554/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Carlos Oswald,Barra da Tijuca,Rio de Janeiro,143,4,3,2 vagas,"R$ 6.300,00","R$ 2.400,00","R$ 484,00","R$ 82,00","R$ 163,00","R$ 9.429,00",1451554
https://www.quintoandar.com.br/imovel/894184886/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Aroazes,Barra da Tijuca,Rio de Janeiro,70,2,2,1 vaga,"R$ 3.500,00","R$ 900,00","R$ 100,00","R$ 46,00","R$ 90,00","R$ 4.636,00",1484886
https://www.quintoandar.com.br/imovel/893283963/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Icarahy da Silveira,Barra da Tijuca,Rio de Janeiro,233,4,4,3 vagas,"R$ 11.000,00","R$ 3.618,00","R$ 813,00","R$ 142,00",-,"R$ 15.573,00",583963
https://www.quintoandar.com.br/imovel/893081345/alugar/apartamento-1-quarto-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,70,1,1,1 vaga,"R$ 2.500,00","R$ 2.000,00","R$ 200,00","R$ 33,00","R$ 64,00","R$ 4.797,00",381345
https://www.quintoandar.com.br/imovel/892997320/alugar/apartamento-4-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Lúcio Costa,Barra da Tijuca,Rio de Janeiro,315,4,3,4 vagas,"R$ 15.000,00","R$ 4.900,00","R$ 1.503,00","R$ 194,00","R$ 388,00","R$ 21.985,00",297320
https://www.quintoandar.com.br/imovel/893640709/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Ataulpho Coutinho,Barra da Tijuca,Rio de Janeiro,80,3,3,1 vaga,"R$ 3.300,00","R$ 1.980,00","R$ 200,00","R$ 43,00","R$ 85,00","R$ 5.608,00",940709
https://www.quintoandar.com.br/imovel/893506957/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Gastão Senges,Barra da Tijuca,Rio de Janeiro,89,2,2,1 vaga,"R$ 4.144,00","R$ 1.630,00","R$ 318,00","R$ 54,00","R$ 107,00","R$ 6.253,00",806957
https://www.quintoandar.com.br/imovel/893529140/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua General Sidônio Dias Correia,Barra da Tijuca,Rio de Janeiro,177,3,3,2 vagas,"R$ 10.000,00","R$ 2.143,00","R$ 62,00","R$ 129,00","R$ 220,00","R$ 12.554,00",829140
https://www.quintoandar.com.br/imovel/894184006/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Mário Agostinelli,Barra da Tijuca,Rio de Janeiro,63,2,2,1 vaga,"R$ 2.800,00","R$ 1.446,00","R$ 158,00","R$ 37,00","R$ 72,00","R$ 4.513,00",1484006
https://www.quintoandar.com.br/imovel/893244587/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Jornalista Henrique Cordeiro,Barra da Tijuca,Rio de Janeiro,92,3,3,2 vagas,"R$ 5.300,00","R$ 991,00","R$ 240,00","R$ 69,00","R$ 137,00","R$ 6.737,00",544587
https://www.quintoandar.com.br/imovel/893618269/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,71,2,2,1 vaga,"R$ 3.399,00","R$ 1.500,00","R$ 221,00","R$ 44,00","R$ 88,00","R$ 5.252,00",918269
https://www.quintoandar.com.br/imovel/893047286/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Jornalista Henrique Cordeiro,Barra da Tijuca,Rio de Janeiro,80,3,3,1 vaga,"R$ 4.450,00","R$ 1.109,00","R$ 239,00","R$ 58,00","R$ 115,00","R$ 5.971,00",347286
https://www.quintoandar.com.br/imovel/893975896/alugar/apartamento-3-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,109,3,3,2 vagas,"R$ 6.000,00","R$ 1.980,00","R$ 340,00","R$ 78,00","R$ 155,00","R$ 8.553,00",1275896
https://www.quintoandar.com.br/imovel/893125314/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Marechal Henrique Lott,Barra da Tijuca,Rio de Janeiro,90,2,2,1 vaga,"R$ 4.343,00","R$ 2.260,00","R$ 294,00","R$ 56,00","R$ 112,00","R$ 7.065,00",425314
https://www.quintoandar.com.br/imovel/893462762/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Gastão Senges,Barra da Tijuca,Rio de Janeiro,72,2,2,1 vaga,"R$ 2.530,00","R$ 2.800,00","R$ 257,00","R$ 33,00","R$ 65,00","R$ 5.685,00",762762
https://www.quintoandar.com.br/imovel/893076078/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,90,2,2,1 vaga,"R$ 5.594,00","R$ 1.271,00","R$ 249,00","R$ 66,00","R$ 123,00","R$ 7.303,00",376078
https://www.quintoandar.com.br/imovel/893076078/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,90,2,2,1 vaga,"R$ 5.594,00","R$ 1.271,00","R$ 249,00","R$ 66,00","R$ 123,00","R$ 7.303,00",376078
https://www.quintoandar.com.br/imovel/893131678/alugar/apartamento-2-quartos-barra-da-tijuca-rio-de-janeiro,Apartamento,Rua Ataulpho Coutinho,Barra da Tijuca,Rio de Janeiro,82,2,2,1 vaga,"R$ 4.400,00","R$ 2.022,00","R$ 227,00","R$ 57,00","R$ 113,00","R$ 6.819,00",431678
