data_venda,preco,tipo_imovel,numero_quartos
2012-10-16 0:00,440000,casa,3
2012-10-17 0:00,352000,casa,3
2012-10-17 0:00,495000,casa,4
2012-10-17 0:00,530000,casa,4
2012-10-17 0:00,690000,casa,3
2012-10-18 0:00,342000,casa,2
2012-10-18 0:00,420000,casa,3
2012-10-18 0:00,575000,casa,3
2012-10-18 0:00,612000,casa,4
2012-10-20 0:00,349000,casa,3
2012-10-20 0:00,350000,casa,3
2012-10-20 0:00,480000,casa,4
2012-10-21 0:00,342000,casa,3
2012-10-21 0:00,372500,casa,4
2012-10-21 0:00,375000,casa,3
2012-10-21 0:00,408000,casa,4
2012-10-21 0:00,515000,casa,4
2012-10-22 0:00,370000,casa,3
2012-10-22 0:00,657500,casa,4
2012-10-23 0:00,340000,casa,3
2012-10-23 0:00,369000,casa,3
2012-10-23 0:00,419950,casa,3
2012-10-23 0:00,455000,casa,3
2012-10-23 0:00,495000,casa,4
2012-10-23 0:00,765000,casa,4
2012-10-24 0:00,361000,casa,3
2012-10-24 0:00,425000,casa,3
2012-10-24 0:00,498600,casa,4
2012-10-24 0:00,570000,casa,4
2012-10-27 0:00,330250,casa,3
2012-10-27 0:00,337000,casa,3
2012-10-27 0:00,360000,casa,3
2012-10-27 0:00,440000,casa,3
2012-10-27 0:00,475000,casa,4
2012-10-27 0:00,510000,casa,4
2012-10-27 0:00,1120000,casa,4
2012-10-28 0:00,340000,casa,2
2012-10-28 0:00,676000,casa,4
2012-10-29 0:00,420000,casa,4
2012-10-30 0:00,585000,casa,4
2012-10-30 0:00,720000,casa,5
2012-10-31 0:00,372000,casa,3
2012-10-31 0:00,395000,casa,3
2012-10-31 0:00,544000,casa,4
2012-10-31 0:00,581650,casa,4
2012-10-31 0:00,800000,casa,3
2012-11-03 0:00,330000,casa,3
2012-11-03 0:00,330000,casa,3
2012-11-03 0:00,350000,casa,3
2012-11-03 0:00,360000,casa,3
2012-11-03 0:00,424000,casa,4
2012-11-03 0:00,583000,casa,4
2012-11-05 0:00,359950,casa,3
2012-11-05 0:00,425000,casa,3
2012-11-05 0:00,475000,casa,3
2012-11-05 0:00,477500,casa,4
2012-11-05 0:00,1425000,casa,3
2012-11-06 0:00,345000,casa,2
2012-11-06 0:00,485000,casa,3
2012-11-06 0:00,557500,casa,4
2012-11-07 0:00,360000,casa,3
2012-11-07 0:00,395000,casa,4
2012-11-07 0:00,415000,casa,4
2012-11-07 0:00,435000,casa,3
2012-11-07 0:00,522000,casa,4
2012-11-07 0:00,757500,casa,3
2012-11-10 0:00,357000,casa,3
2012-11-10 0:00,542000,casa,5
2012-11-10 0:00,567000,casa,4
2012-11-10 0:00,623700,casa,5
2012-11-10 0:00,702500,casa,4
2012-11-11 0:00,324000,casa,3
2012-11-11 0:00,351000,casa,3
2012-11-11 0:00,449000,casa,3
2012-11-11 0:00,515000,casa,4
2012-11-12 0:00,342500,casa,3
2012-11-12 0:00,400000,casa,3
2012-11-12 0:00,462000,casa,3
2012-11-13 0:00,375000,casa,3
2012-11-14 0:00,385000,casa,3
2012-11-15 0:00,380000,casa,3
2012-11-15 0:00,418000,casa,3
2012-11-15 0:00,530000,casa,2
2012-11-17 0:00,350000,casa,4
2012-11-17 0:00,370000,casa,3
2012-11-17 0:00,379000,casa,3
2012-11-17 0:00,385000,casa,3
2012-11-17 0:00,438000,casa,3
2012-11-17 0:00,460000,casa,4
2012-11-17 0:00,635000,casa,4
2012-11-17 0:00,830000,casa,4
2012-11-17 0:00,950000,casa,4
2012-11-18 0:00,455000,casa,4
2012-11-18 0:00,540000,casa,4
2012-11-18 0:00,635000,casa,3
2012-11-18 0:00,950000,casa,3
2012-11-19 0:00,348000,casa,3
2012-11-19 0:00,460000,casa,4
2012-11-19 0:00,497000,casa,4
2012-11-19 0:00,515000,casa,4
2012-11-20 0:00,450000,casa,3
2012-11-20 0:00,475000,casa,4
2012-11-20 0:00,665000,casa,4
2012-11-21 0:00,350000,casa,3
2012-11-21 0:00,392500,casa,3
2012-11-21 0:00,450000,casa,4
2012-11-21 0:00,454000,casa,3
2012-11-21 0:00,475000,casa,3
2012-11-21 0:00,500000,casa,4
2012-11-21 0:00,730000,casa,3
2012-11-22 0:00,510000,casa,4
2012-11-22 0:00,640000,casa,3
2012-11-22 0:00,805000,casa,4
2012-11-24 0:00,387000,casa,4
2012-11-24 0:00,389950,casa,3
2012-11-24 0:00,393000,casa,4
2012-11-24 0:00,395000,casa,3
2012-11-24 0:00,468500,casa,4
2012-11-24 0:00,480000,casa,3
2012-11-24 0:00,485000,casa,4
2012-11-24 0:00,485000,casa,4
2012-11-24 0:00,500000,casa,4
2012-11-24 0:00,547500,casa,4
2012-11-24 0:00,565000,casa,5
2012-11-24 0:00,630000,casa,3
2012-11-25 0:00,490000,casa,4
2012-11-25 0:00,540000,casa,5
2012-11-25 0:00,630000,casa,2
2012-11-25 0:00,735000,casa,5
2012-11-26 0:00,326000,casa,3
2012-11-26 0:00,375000,casa,2
2012-11-26 0:00,453000,casa,4
2012-11-26 0:00,462500,casa,4
2012-11-26 0:00,580000,casa,5
2012-11-27 0:00,327500,casa,3
2012-11-27 0:00,390000,casa,3
2012-11-28 0:00,322500,casa,3
2012-11-28 0:00,335000,casa,3
2012-11-28 0:00,337500,casa,3
2012-11-28 0:00,345000,casa,3
2012-11-28 0:00,345000,casa,3
2012-11-28 0:00,351000,casa,3
2012-11-28 0:00,470000,casa,3
2012-11-28 0:00,540000,casa,3
2012-11-28 0:00,544000,casa,4
2012-11-28 0:00,1095000,casa,4
2012-11-28 0:00,1250000,casa,3
2012-11-29 0:00,375000,casa,3
2012-11-29 0:00,395000,casa,3
2012-12-01 0:00,327500,casa,3
2012-12-01 0:00,400000,casa,3
2012-12-01 0:00,450000,casa,3
2012-12-01 0:00,507500,casa,3
2012-12-01 0:00,940000,casa,4
2012-12-01 0:00,1050000,casa,4
2012-12-02 0:00,320000,casa,3
2012-12-02 0:00,349750,casa,3
2012-12-02 0:00,360000,casa,4
2012-12-02 0:00,410000,casa,4
2012-12-02 0:00,422500,casa,4
2012-12-02 0:00,464000,casa,4
2012-12-02 0:00,529000,casa,3
2012-12-02 0:00,557500,casa,3
2012-12-03 0:00,301000,casa,3
2012-12-03 0:00,320000,casa,3
2012-12-03 0:00,371000,casa,4
2012-12-03 0:00,374950,casa,3
2012-12-03 0:00,385150,casa,3
2012-12-03 0:00,399950,casa,4
2012-12-03 0:00,490000,casa,5
2012-12-03 0:00,512500,casa,3
2012-12-03 0:00,575000,casa,4
2012-12-04 0:00,340000,casa,3
2012-12-04 0:00,360000,casa,3
2012-12-04 0:00,420000,casa,3
2012-12-04 0:00,463000,casa,4
2012-12-04 0:00,470000,casa,4
2012-12-04 0:00,570000,casa,4
2012-12-04 0:00,680000,casa,4
2012-12-05 0:00,299000,casa,3
2012-12-05 0:00,309000,casa,3
2012-12-05 0:00,333000,casa,2
2012-12-05 0:00,430000,casa,3
2012-12-05 0:00,445000,casa,3
2012-12-05 0:00,455000,casa,4
2012-12-05 0:00,493000,casa,5
2012-12-05 0:00,505000,casa,3
2012-12-05 0:00,650000,casa,3
2012-12-06 0:00,378250,casa,3
2012-12-06 0:00,595000,casa,3
2012-12-06 0:00,600000,casa,4
2012-12-06 0:00,672000,casa,4
2012-12-08 0:00,314000,casa,3
2012-12-08 0:00,350000,casa,3
2012-12-08 0:00,355000,casa,3
2012-12-08 0:00,365000,casa,3
2012-12-08 0:00,431000,casa,4
2012-12-08 0:00,470000,casa,4
2012-12-08 0:00,525000,casa,4
2012-12-08 0:00,610000,casa,4
2012-12-08 0:00,855000,casa,4
2012-12-09 0:00,490000,casa,4
2012-12-09 0:00,540000,casa,4
2012-12-09 0:00,695000,casa,4
2012-12-10 0:00,335000,casa,3
2012-12-10 0:00,340000,casa,3
2012-12-10 0:00,385000,casa,3
2012-12-10 0:00,392000,casa,3
2012-12-10 0:00,420000,casa,3
2012-12-10 0:00,435000,casa,2
2012-12-10 0:00,435000,casa,4
2012-12-10 0:00,440000,casa,3
2012-12-10 0:00,480000,casa,4
2012-12-10 0:00,600000,casa,4
2012-12-11 0:00,520000,casa,4
2012-12-12 0:00,351000,casa,4
2012-12-12 0:00,355000,casa,2
2012-12-12 0:00,455000,casa,3
2012-12-12 0:00,470000,casa,4
2012-12-12 0:00,525000,casa,5
2012-12-12 0:00,665000,casa,3
2012-12-12 0:00,805000,casa,4
2012-12-13 0:00,775000,casa,4
2012-12-15 0:00,360000,casa,3
2012-12-15 0:00,373500,casa,3
2012-12-15 0:00,398000,casa,3
2012-12-15 0:00,405000,casa,3
2012-12-15 0:00,472000,casa,4
2012-12-15 0:00,505000,casa,4
2012-12-15 0:00,530000,casa,4
2012-12-15 0:00,625000,casa,2
2012-12-16 0:00,362500,casa,3
2012-12-16 0:00,413000,casa,3
2012-12-16 0:00,420000,casa,4
2012-12-16 0:00,520000,casa,4
2012-12-16 0:00,585000,casa,4
2012-12-17 0:00,378500,casa,3
2012-12-17 0:00,600000,casa,4
2012-12-17 0:00,720000,casa,4
2012-12-18 0:00,416500,casa,3
2012-12-18 0:00,420000,casa,4
2012-12-18 0:00,431600,casa,4
2012-12-19 0:00,339950,casa,3
2012-12-19 0:00,350000,casa,3
2012-12-19 0:00,380000,casa,3
2012-12-19 0:00,428250,casa,3
2012-12-19 0:00,439000,casa,3
2012-12-19 0:00,472000,casa,4
2012-12-19 0:00,499000,casa,4
2012-12-19 0:00,527000,casa,5
2012-12-19 0:00,550000,casa,4
2012-12-19 0:00,716000,casa,3
2012-12-19 0:00,900000,casa,4
2012-12-20 0:00,495000,casa,3
2012-12-20 0:00,540000,casa,3
2012-12-20 0:00,1375000,casa,4
2012-12-20 0:00,3500000,casa,5
2012-12-22 0:00,379000,casa,3
2012-12-22 0:00,390000,casa,4
2012-12-22 0:00,399500,casa,3
2012-12-22 0:00,456000,casa,3
2012-12-22 0:00,490000,casa,4
2012-12-22 0:00,585000,casa,4
2012-12-22 0:00,630000,casa,4
2012-12-22 0:00,855000,casa,3
2012-12-23 0:00,355000,casa,3
2012-12-23 0:00,361500,casa,3
2012-12-23 0:00,381000,casa,3
2012-12-23 0:00,390000,casa,3
2012-12-23 0:00,395000,casa,3
2012-12-23 0:00,444000,casa,4
2012-12-23 0:00,450000,casa,4
2012-12-23 0:00,452000,casa,4
2012-12-23 0:00,480000,casa,4
2012-12-23 0:00,500000,casa,3
2012-12-23 0:00,571000,casa,3
2012-12-24 0:00,310000,casa,2
2012-12-24 0:00,369950,casa,3
2012-12-24 0:00,385000,casa,3
2012-12-24 0:00,394000,casa,3
2012-12-24 0:00,400000,casa,4
2012-12-24 0:00,400000,casa,3
2012-12-24 0:00,400000,casa,3
2012-12-24 0:00,400000,casa,3
2012-12-24 0:00,499000,casa,4
2012-12-24 0:00,1057500,casa,4
2013-01-06 0:00,342500,casa,3
2013-01-06 0:00,450000,casa,4
2013-01-07 0:00,420000,casa,3
2013-01-08 0:00,394000,casa,3
2013-01-08 0:00,410000,casa,4
2013-01-08 0:00,411500,casa,3
2013-01-08 0:00,560000,casa,4
2013-01-09 0:00,383000,casa,3
2013-01-09 0:00,385000,casa,3
2013-01-09 0:00,420000,casa,2
2013-01-10 0:00,585000,casa,4
